Title,Low price,Mall Name,Product Type,Maker,Brand,category1,category2,category3,Price_range,Maker Point,Brand Point,Price_range_score,Total Point
나이키  네이비,49900,잇츠와이,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
유아,8820,옥션,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
스몰리 아동용  퓨어 3종,12960,네이버,1,No-Maker,스몰리,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
더그로우 빔보빔바 패턴판초,29400,네이버,1,더그로우,빔보빔바,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
배달복 방풍 방수 상하의세트 세트,27560,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
제비표 ,26600,디에스샾,2,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
아이더 EIDER 어반 라이트  Light,76100,네이버,1,No-Maker,아이더,패션의류,남성의류,레인코트,Moderate,0,3,1,4
제비표 새마을 SI-203,4760,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
오리,2240,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
빔보빔바 글리터,36180,네이버,1,No-Maker,빔보빔바,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
지오다노 남여 공용  372513,24140,네이버,1,No-Maker,지오다노,패션의류,여성의류,레인코트,Very Cheap,0,3,2,6
헬로키티 플라워 ,19866,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
더해피 유아 ,13260,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
HAS 아동 폴리  비숑프리제,37300,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
밀로앤개비 아기/유아 레인세트()+레인부츠),72100,쁘띠엘린스토어,2,No-Maker,밀로앤개비,출산/육아,유아동의류,레인코트,Moderate,0,2,1,3
로엠걸즈 로엠걸즈 DP01 가방세트 망또 RGUC22S1C,17760,네이버,1,No-Maker,로엠걸즈,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
에버랜드 성인 ,15000,에버랜드 온라인 스토어,2,No-Maker,에버랜드리조트,패션의류,여성의류,레인코트,Very Cheap,0,1,2,3
CKP 캘빈클라인 퍼포먼스 웨더리스  여성 3컬러,127400,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Expensive,0,0,1,1
이랜드 밀리밤 전판 여아  MLJA21451,19500,네이버,1,이랜드,밀리밤,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
남성 상하의세트 배달 라이더 배달대행,14900,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
빔보빔바 판초,37020,네이버,1,No-Maker,빔보빔바,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
핑크퐁  아기상어 입체패턴 10006 O0196,22430,네이버,1,No-Maker,핑크퐁,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
노르디코 킨더 아기 베이지,25900,노르디코,2,아이엘,노르디코,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
제이스타일코리아 아이러브제이 피너츠 프렌즈  JUSOU15,15540,네이버,1,제이스타일코리아,아이러브제이,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
블랙야크 고급형 아웃도어 남자 솔리드 작업용 등산 낚시,109000,가족의안전 밀리엔,2,블랙야크,블랙야크,패션의류,남성의류,레인코트,Expensive,1,3,1,6
POLE 스포츠 오토바이 ,38250,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
페리미츠 CB01 플라워패턴  P2121A851 S6743648,19400,네이버,1,No-Maker,페리미츠,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
오토바이 상하세트 001,44470,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
여성  꽃무늬 도트 JD-64,25780,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
제비표 바지 배달 낚시 작업용 SI-112P,5500,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
제이알기어 라이트 웨이트 판쵸 라지 ,27930,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
제비표 원피스 L 형광그린 SI-911C,47460,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
베베드피노,135880,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Expensive,0,0,1,1
예끼 인더토이주니어의류,17520,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
이투컬렉션 데일리라이크 사계절 유아동 ,22000,네이버,1,이투컬렉션,데일리라이크,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
HAS 헤즈 아동 ,29490,위드코스코,2,No-Maker,HAS,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
데카트론 포클라즈 트렉100 판초,26249,네이버,1,데카트론,데카트론,패션의류,남성의류,레인코트,Very Cheap,1,1,2,4
HAS 아동 폴리  핑크가든,39050,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
HAS 아동 폴리  옐로우지브라,40790,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
제비표 SI-150,20940,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
베이비 윈드 ,48000,한스펌킨,2,No-Maker,한스펌킨,출산/육아,유아동의류,레인코트,Cheap,0,2,2,4
K2 이월 할인  C5 김제모다점 KUA21913,72000,네이버,1,K2코리아,K2,패션의류,남성의류,레인코트,Moderate,1,3,1,6
블랙야크 S-워크세트 솔리드 투습 방습 메쉬소재,108200,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Expensive,0,0,1,1
이랜드 로엠걸즈 가방세트 전판나염 망또  전주점 RGUC2141C,18500,네이버,1,이랜드,로엠걸즈,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
HAS 아동 폴리  폴리 클라우드데이,38050,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
태광 성인용  상하세트 TK-R5001,9500,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
자라 디즈니 TRANSPARENT MINNIE MOUSE AND FRIENDS DISNEY  257003167 5475507,52210,네이버,1,No-Maker,자라,출산/육아,유아동의류,레인코트,Cheap,0,3,2,6
센시엠 남녀공용 EVA 고급  1+1,4900,KOTV 쇼핑,2,No-Maker,센시엠,패션의류,남성의류,레인코트,Very Cheap,0,2,2,4
제비표 형광 SI-2000S,24420,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
페리미츠 CB01 플라워 패턴  P2220A851 8328441,22680,네이버,1,No-Maker,페리미츠,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
지오다노 여성  11컬러 372513,25740,네이버,1,지오다노,지오다노,패션의류,여성의류,레인코트,Very Cheap,1,3,2,7
나이키 판초 경량 여성 여자 롱 바람막이 오버핏 얇은 후드 집업,69000,레이니쉬,2,나이키,나이키,패션의류,여성의류,레인코트,Cheap,1,3,2,7
카르닉 성인 프리미엄 오토바이 등산 골프 후드 ,28900,KARNIKSPORTS,2,신세계코리아,카르닉,패션의류,남성의류,레인코트,Very Cheap,1,1,2,4
스파이더맨  거미줄-10001,20500,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
테슬라 배달 라이더 세트 TM-MES11,31600,네이버,1,No-Maker,테슬라,패션의류,남성의류,레인코트,Very Cheap,0,2,2,4
유아 어린이 초등 공룡,39900,오즈키즈,2,오즈키즈,오즈키즈,출산/육아,유아동의류,레인코트,Cheap,1,1,2,4
[일부당일출고] 아기 공룡,22400,수앤봄,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
페리미츠 초특가 여아 플라워 패턴 ,21500,페리미츠 레노마키즈 클로젯,2,No-Maker,페리미츠,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
데이브렉 판쵸,16230,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
콩제슬래드 하트  MON GRANDE AMOUR,67150,리틀홈즈,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
산리오 어린이  별하늘,21800,빈스메이드,2,No-Maker,시나모롤,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
지니스타키즈 딸기 아동우산  장화 3종세트 P325555520,48140,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
오토바이 배달 퀵  SI-901,59000,우의백화점 가온유통,2,세일,제비표우의,패션의류,남성의류,레인코트,Cheap,1,1,2,4
 ONS-RC600,7320,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
치크Cheek ﻿ 비가 와도 러블리하게 플라워 (가방포함) UC23S1G,49900,치크수원,2,No-Maker,치크,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
코코리따 NC13 엘사 CEUC21AD1,21290,네이버,1,No-Maker,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
스테판조셉  바람막이 점퍼,49680,네이버,1,스테판조셉,스테판조셉,출산/육아,유아동의류,레인코트,Cheap,1,2,2,6
온아이 아기 B31,18900,온아이,2,No-Maker,온아이,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
2023 산리오,28900,너두나두두,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
헌터 여성  RN126623,139000,미씨런던,2,헌터,헌터,패션의류,여성의류,레인코트,Expensive,1,1,1,3
유아 아동 어린이  장마,22000,베이비데이즈,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
헤즈 HAS 아동  비숑프리제,53750,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
블랙야크 남여공용  1BYJKS1901,81180,네이버,1,블랙야크,블랙야크,패션의류,남성의류,레인코트,Moderate,1,3,1,6
해피랜드 위트  HXA39101,18130,네이버,1,No-Maker,해피랜드,출산/육아,유아동의류,레인코트,Very Cheap,0,2,2,4
제비표 바지L블랙 SI-9XO,13615,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
빔보빔바 아동용 판초,31130,네이버,1,No-Maker,빔보빔바,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
아이엘드  원버튼 RDT803Q,35000,네이버,1,No-Maker,아이엘드,패션의류,여성의류,레인코트,Very Cheap,0,1,2,3
헤즈 HAS 아동 폴리  유니콘드림MT,39100,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
남자 군용 판초,25640,마이오더,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
145901 몽벨 몽벨 남녀 공용 판쵸,63600,네이버,1,No-Maker,몽벨,패션의류,남성의류,레인코트,Cheap,0,2,2,4
아이더 남녀공용  코트형,89390,네이버,1,No-Maker,아이더,패션의류,남성의류,레인코트,Moderate,0,3,1,4
모이몰른  레인부츠 유아 아동 장화 장마철 등원룩,35000,모이몰른 전주서신,2,한세드림,모이몰른,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
이랜드 코코리따청주점 NC15 유니콘  CEUC22AE1,17120,네이버,1,이랜드,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
노란우산 두돌아기,3900,노리터존,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
스테판조셉 레인판초 유아동 ,17660,네이버,1,스테판조셉,스테판조셉,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
HAS 아동  캠핑베어,23000,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
여자 골프  자켓 캐디 방수 라운딩 썬캡 탈부착,9580,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
배달,49800,오토몬,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
제비표 SI-903,48290,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Cheap,0,1,2,3
광주 피터젠슨 PJ 컬러체인지  판초 PSX63RL03MPK,33090,네이버,1,No-Maker,피터젠슨,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
여성,5030,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
제비표SI-121 투피스 L보라 차콜,23980,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
고급 일회용  아동 남녀공용 판촉,300,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
유아  곰돌이,20900,애플츄,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
여성 여자,18000,정직과근면,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
남녀공용 사계절 방수바지작업복 배달 빅사이즈,6800,늑대와여우사랑,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
헤즈 HAS 아동 폴리  해피레인,37600,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
남자 오토바이 등산용 배달 4XL,28900,KNK리테일,2,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
터포 Tuffo  Muddy Buddy 유아용 머디버디 조카선물,47900,봄날엔마켓,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
HAS 아동 폴리  파스텔도트,38000,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
이랜드리테일 코코리따 아동 여아 유니콘  CEUC22AE1,19900,네이버,1,이랜드리테일,코코리따,출산/육아,유아동의류,레인코트,Very Cheap,1,2,2,6
지니스타 우양산 지니스타키즈 유니콘 아동우산  장화 3종SET,48660,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,0,0,2,2
빔보빔바 빔보빔바 하츄핑프릴,42410,네이버,1,No-Maker,빔보빔바,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
제비표 투피스XL 그린 MC-1000,24220,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
HAS 아동 폴리  크로커다일BL,39350,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
대만에서 온  MECOVER -,53800,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
헤즈 아동 ,29990,코코꿀템샵,2,다온인터내셔날,HAS,출산/육아,유아동의류,레인코트,Very Cheap,1,1,2,4
지오다노 주니어  071510 ,28310,옥션,2,지오다노,지오다노,출산/육아,유아동의류,레인코트,Very Cheap,1,3,2,7
예쁜 패턴 여성  파는곳,34500,포커스:온,2,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
스콕스 유아 아동 주니어 초등 학생  JRC-002,20900,네이버,1,No-Maker,스콕스,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
레노마 여성용  RNC-801,33390,네이버,1,No-Maker,레노마,패션의류,여성의류,레인코트,Very Cheap,0,3,2,6
 L 남자 캠핑 낚시,27790,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Very Cheap,0,0,2,2
똑소녀 강력방수 켄도 고급 세트 남자 오토바이 배달 A 프리미엄,52800,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Cheap,0,0,2,2
제비표 오토바이용 MC-1000,23830,네이버,1,No-Maker,제비표우의,패션의류,남성의류,레인코트,Very Cheap,0,1,2,3
아가방 디즈니 라라미니우 01P055951,59000,아가방갤러리 에덴점,2,아가방앤컴퍼니,NO-Brand,출산/육아,유아동의류,레인코트,Cheap,1,0,2,3
피터젠슨 PJ 컬러체인지 판초 NV PSX63RL04M,28080,네이버,1,No-Maker,피터젠슨,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
블랙야크 블랙야크 S-방수세트 솔리드 블랙야크 워크웨어,103280,네이버,1,블랙야크,블랙야크,패션의류,남성의류,레인코트,Moderate,1,3,1,6
다온 헤즈 HAS 아동  레몬플라워,53290,네이버,1,다온,HAS,출산/육아,유아동의류,레인코트,Cheap,1,1,2,4
[헤즈]  새학기준비 레인 프리뷰 115종/우산//장화,25000,보리보리,2,No-Maker,HAS,출산/육아,유아동의류,레인코트,Very Cheap,0,1,2,3
여성  여행,17950,네이버,1,No-Maker,NO-Brand,패션의류,여성의류,레인코트,Very Cheap,0,0,2,2
치크 튤립 플라워  M,39900,네이버,1,No-Maker,치크,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
브루클린웍스 ,54900,네이버,1,No-Maker,브루클린웍스,패션의류,남성의류,레인코트,Cheap,0,2,2,4
아이엘드 루즈핏 도트 RDS811Z,70000,네이버,1,No-Maker,아이엘드,패션의류,여성의류,레인코트,Cheap,0,1,2,3
자라 투명한 미니 마우스와 친구들 © DISNEY  5475/507  6204777,50000,위시앤픽,2,No-Maker,자라,출산/육아,유아동의류,레인코트,Cheap,0,3,2,6
HAS 아동 폴리  핑크래빗,38000,네이버,1,No-Maker,HAS,출산/육아,유아동의류,레인코트,Cheap,0,1,2,3
국내생산 갬성 노랑체크 핑크데이지 쿠킹베어,19900,더블조이1224,2,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
아이더 남녀공용  112188,89820,네이버,1,No-Maker,NO-Brand,패션의류,남성의류,레인코트,Moderate,0,0,1,1
케이투 K2 경량 Dark,116830,네이버,1,No-Maker,K2,패션의류,남성의류,레인코트,Expensive,0,3,1,4
BAY-B 아동 판초 ,14900,네이버,1,No-Maker,NO-Brand,출산/육아,유아동의류,레인코트,Very Cheap,0,0,2,2
제비표 형광 상의 하의,25500,준세이프티,2,세일인터내셔널,제비표우의,패션의류,남성의류,레인코트,Very Cheap,1,1,2,4
